,Ultimate Parent Name,Country,Ultimate Parent ISIN,Latitude,Longitude,ExposureScore_Composite_ModerateHigh_2020,ExposureScore_Composite_ModerateHigh_2030,ExposureScore_Composite_ModerateHigh_2040,ExposureScore_Composite_ModerateHigh_2050,ExposureScore_Composite_ModerateHigh_2060,ExposureScore_Composite_ModerateHigh_2070,ExposureScore_Composite_ModerateHigh_2080,ExposureScore_Composite_ModerateHigh_2090
1750,Zhejiang Geely Holding Group,China,,35.4,116.6,76,79,77,77,76,78,78,79
11747,BPER Banca SpA,Italy,IT0000066123,38.90574,16.74558,77,80,77,83,84,88,90,92
19891,India,India,,8.401675,77.08711,50,55,53,54,58,64,65,70
24064,India,India,,31.43369,75.61506,81,77,76,75,76,74,71,76
5148,India,India,,28.9206,76.5669,82,77,74,73,74,70,69,75
8935,India,India,,22.97601,76.49116,81,79,76,74,76,73,71,74
8788,Chongqing Rural Commercial,China,CNE100000X44,28.66118,108.6476,68,69,72,76,81,84,85,88
21521,India,India,,29.44522,77.31126,82,78,74,73,74,72,71,75
27794,Tesco PLC,United Kingdom,GB00BLGZ9862,51.4723096,-0.0700814,79,81,77,79,81,81,84,85
32633,Capitec Bank Holdings,South Africa,ZAE000035861,-25.74009,28.19129,75,75,71,76,79,79,81,82
22133,China,China,,39.89451,116.3666,78,79,78,69,72,70,72,72
19521,CaixaBank S.A.,Spain,ES0140609019,40.58354,-4.13067,82,80,80,86,86,87,90,91
8155,Veolia Environnement SA,France,FR0000124141,49.28,5.71,79,80,78,83,84,85,90,90
18859,China,China,,21.65706,110.6392,68,70,72,70,74,74,76,77
27135,Morocco,Morocco,,34.04445,-6.80918,67,70,69,71,73,75,78,79
45842,Fundación Bancaria Ibercaja,Spain,,41.53647,2.212066,77,77,75,77,81,82,84,83
49523,Equinix Inc.,Nigeria,US29444U7000,6.4664283,3.5831675,61,62,61,60,63,61,68,70
2061,India,India,,12.97993,80.22739,71,71,69,71,69,71,71,69
43953,Severn Trent Plc,United Kingdom,GB00B1FH8J72,52.7173,-2.57109,74,76,75,78,84,85,89,91
41940,Walgreens Boots Alliance Inc.,United Kingdom,US9314271084,52.5902578,-1.8481194,74,76,75,80,84,86,90,91
26239,Hyatt Hotels Corp.,India,US4485791028,19.07742,72.85104,46,55,56,54,57,59,64,64
6759,Engie SA,Belgium,FR0010208488,50.53447,5.27149,78,81,82,86,87,88,91,92
41593,China,China,,39.69861,122.974,66,67,67,72,75,74,79,79
16058,Accenture plc,Czech Republic,IE00B4BNMY34,50.07545,14.41419,63,64,63,67,71,71,77,76
45251,ICICI Bank,India,INE090A01021,17.40698,78.4079,80,78,76,74,76,74,74,73
35475,Xinjiang Goldwind Science & Te,China,CNE1000008S5,27.08842,103.12799,67,67,67,75,76,83,85,87
4503,ING Groep N.V.,Netherlands,NL0011821202,51.61811,5.435637,78,84,83,89,90,92,94,94
18095,China,China,,31.32338,120.6321,77,78,78,81,83,83,85,86
16357,Aedifica SA,Germany,BE0003851681,51.90028,11.0384,77,79,75,79,84,86,89,90
41215,Sacombank,Vietnam,VN000000STB4,10.49339,107.1707,61,62,61,64,65,67,68,66
22227,Unicaja Banco S.A.,Spain,ES0180907000,43.46102,-3.81782,70,71,68,73,72,76,79,79
52474,India,India,,29.93495,78.1366,81,78,74,73,73,74,72,77
39757,China,China,,39.9678,116.3936,78,79,78,75,77,76,77,78
22826,Republic of Turkey Ministry,Turkey,,39.78554,26.33946,81,82,84,87,88,91,93,94
30430,Yum! Brands Inc.,Philippines,US9884981013,14.84682,120.83146,78,76,74,76,79,80,82,83
16610,India,India,,17.19185,80.3575,78,75,72,71,71,68,67,67
16672,GB Auto (S.A.E.),Egypt,EGS673T1C012,30.449525,30.317496,71,74,76,82,86,86,88,89
41310,General Electric Co.,Hungary,US3696043013,46.4654143,16.9917317,66,72,66,71,78,80,85,85
44492,Metrobank Bank & Trust,Philippines,PHY6028G1361,14.65754,121.0686,78,77,75,78,79,80,82,82
36228,Harbin Bank Co. Ltd.,China,CNE100001SB3,45.87044,126.5469,66,67,66,69,72,70,74,77
33123,India,India,,12.19733,75.80255,66,61,60,59,60,61,61,62
18339,China,China,,39.50226,118.668,77,80,77,77,77,78,80,80
4233,Crédit Agricole Group,France,,50.80155,2.482087,77,80,78,84,86,88,92,92
48176,Deutsche Bk Aktiengesellschaft,Germany,DE0005140008,50.81593,6.26299,77,77,76,78,80,81,84,84
13155,Dow Inc.,Germany,US2605571031,53.63248,9.50731,74,75,73,79,83,85,88,90
44062,Republic of Turkey Ministry,Turkey,,38.693,39.93182,67,64,67,66,70,69,74,76
5678,China,China,,32.2009,86.79764,72,73,73,71,74,76,76,79
13532,Bank of Jinzhou,China,CNE1000023B0,41.10632,122.9726,75,74,71,75,75,74,80,79
27077,Yihua Lifestyle Technology Co.,China,CNE000001KX5,23.50073,116.7952,69,70,70,72,73,74,77,79
44596,Industrial Bank,China,CNE000001QZ7,46.59942,124.9046,80,79,80,81,82,82,83,83
36582,India,India,,28.6894,77.29158,65,58,52,51,52,47,46,52
49213,Exxon Mobil Corp.,Nigeria,US30231G1022,3.821917,7.654333,32,28,30,31,34,37,42,45
16468,Stichting Airvision BV,Italy,,43.615723,13.498283,79,81,79,82,85,86,88,89
19979,KBC Group,Slovakia,BE0003565737,48.43457,17.02179,67,72,70,76,79,83,85,87
12112,NatWest Group plc,United Kingdom,GB00B7T77214,53.75356,-2.369104,74,76,74,76,78,81,83,87
25094,Saudi Arabia,Saudi Arabia,,31.49502,39.92295,81,80,82,83,85,82,87,87
5434,Axis Bank,India,INE238A01034,28.27964,76.14917,82,77,75,73,73,70,70,74
41249,India,India,,28.63254,77.22237,64,58,52,50,51,47,44,53
220,China,China,,39.88548,116.3403,78,79,78,69,72,70,72,72
28102,L3Harris Technologies Inc.,Turkey,US5024311095,39.968087,32.54854,74,76,79,80,82,84,85,86
11950,Chongqing Rural Commercial,China,CNE100000X44,28.84767,108.7759,68,69,72,75,80,83,84,87
6684,Sekerbank T.A.S.,Turkey,TRASKBNK91N8,36.92144,30.74481,76,80,81,83,83,86,85,87
38176,Grasim Industries Ltd.,India,INE047A01021,24.20458,83.05352,76,73,71,66,68,66,63,69
9609,State Bank of Vietnam,Vietnam,,10.78821,106.6642,66,64,64,64,66,64,64,63
39684,India,India,,22.49776,72.44613,79,78,78,74,73,73,72,73
4743,India,India,,26.99564,84.40528,70,67,66,65,65,64,64,66
2710,Altri SGPS S.A.,Portugal,PTALT0AE0002,39.66151,-7.67111,70,69,68,72,71,67,69,67
23292,Banco de Sabadell S.A.,Spain,ES0113860A34,42.00973,-4.52973,78,78,79,84,84,85,88,88
29880,Qatar,Turkey,,41.07266,29.03038,77,80,81,83,84,85,88,88
55834,Pentair plc,Poland,IE00BLS09M33,50.251405,19.05023,69,72,71,78,80,82,85,87
54322,India,India,,8.801374,78.13962,70,74,74,76,76,79,79,82
15851,India,India,,12.9779,80.22501,71,71,69,71,69,71,71,69
1002,Groupe BPCE,France,,47.77902,7.347351,67,71,68,72,77,82,86,86
45302,Metrobank Bank & Trust,Philippines,PHY6028G1361,10.30027,123.8981,77,79,81,86,86,86,88,87
16621,China,China,,36.19663,117.0683,75,77,75,74,74,74,74,75
49055,Ministry of Finance,Poland,,53.7334,18.93062,66,68,68,74,77,77,81,84
35372,Industrial Bank,China,CNE000001QZ7,22.50246,113.9359,68,67,67,70,73,75,78,80
109,DIC Corp.,United Kingdom,JP3493400000,51.3931,-0.167381,78,81,76,79,81,81,84,85
1883,State Bank of Vietnam,Vietnam,,21.3756,106.574,79,81,81,84,85,88,88,89
25842,SASAC,China,,43.75695,94.9877,84,84,83,83,83,82,83,84
12070,India,India,,28.4597,77.02046,80,77,72,72,72,70,68,73
51584,Crédit Agricole Group,France,,48.74436,-0.020385,80,83,81,87,89,91,94,94
18132,Element Fleet Management Corp.,Spain,CA2861812014,40.555535,-3.623108,83,82,81,85,83,84,86,87
29920,India,India,,19.05756,72.90075,46,55,56,54,57,59,64,64
9637,China,China,,30.27942,120.1545,76,77,77,80,82,81,83,83
2652,Wellcome Trust,United Kingdom,,51.26503,-1.14066,82,83,79,83,85,85,89,89
31197,Axis Bank,India,INE238A01034,25.54947,84.65764,70,69,64,61,61,55,58,61
49590,OTP Bank Nyrt.,Bulgaria,HU0000061726,43.24746,27.8485,62,66,69,74,77,80,85,87
40078,China,China,,27.63959,113.8508,67,68,69,69,74,72,76,77
48444,Crédit Agricole Group,France,,44.30813,4.61346,72,74,71,75,77,79,85,84
1502,CapitaLand Investment Ltd.,China,SGXE62145532,39.90659,116.2923,78,79,78,69,72,70,72,72
30931,Accenture plc,Italy,IE00B4BNMY34,45.490543,9.125086,65,68,64,68,70,71,76,77
7418,China,China,,35.47602,112.4199,78,82,80,80,82,84,83,84
41263,ICICI Bank,India,INE090A01021,26.25268,78.21758,78,76,72,71,69,68,65,71
28459,India,India,,14.67077,77.59074,80,78,76,75,75,75,73,72
8197,Netherlands,Netherlands,IT0005418915,53.28708,3.863917,28,30,23,22,23,23,22,23
25285,India,India,,28.37879,80.91544,61,57,58,55,53,55,55,58
39931,China Bohai Bank Co. Ltd.,China,CNE100003YB7,32.39764,119.9077,68,69,69,76,79,80,81,84
28307,BPER Banca SpA,Italy,IT0000066123,44.68933,10.09761,66,69,64,71,76,79,84,83
34711,Fundación Bancaria Ibercaja,Spain,,41.76824,-0.824625,77,79,77,83,84,87,90,90
30342,India,India,,16.83476,75.71732,82,80,79,78,78,78,77,76
2027,Bilbao Bizkaia Kutxa Fundación,Spain,,37.69974,-5.27852,84,85,86,87,88,89,91,92
28899,India,India,,21.74249,81.94116,67,64,58,54,52,52,52,54
36108,India,India,,20.64811,75.59339,81,81,78,76,76,75,74,75
6875,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,50.29643,18.95086,66,67,67,72,73,74,78,79
12416,India,India,,25.02515,87.32155,63,61,54,51,53,51,54,56
45799,India,India,,30.46971,78.05053,85,82,80,79,79,80,80,83
54355,China,China,,34.37602,107.1465,79,83,82,85,88,89,90,91
27641,Kehua Data Co.,China,CNE100000K31,24.518932,118.126444,71,69,71,73,71,74,77,78
19925,Credito Agrícola Group,Portugal,,40.62128,-8.73183,65,64,64,68,69,67,74,74
6451,E.ON SE,Germany,DE000ENAG999,51.513587,7.465298,66,67,67,70,73,74,77,79
50559,Industrial Bank,China,CNE000001QZ7,24.88015,102.8329,77,80,84,88,90,93,94,94
34172,Crédit Agricole Group,France,,45.55847,5.96357,69,74,69,76,80,82,88,88
47383,Larsen & Toubro Ltd.,India,INE018A01030,28.589702,77.352233,65,58,52,51,52,47,46,52
22626,HSBC Holdings plc,China,GB0005405286,38.91625,121.6368,65,67,68,70,75,74,77,80
32886,China,China,,40.28613,123.2841,69,70,69,73,73,72,78,79
37117,Banco Santander S.A.,Spain,ES0113900J37,40.07498,-0.21343,70,74,70,78,80,82,86,85
52228,Caja Laboral Popular Coop. de,Spain,,43.36538,-5.84983,71,73,72,76,76,78,82,83
30966,Starwood Cap Operations LLC,United Kingdom,,50.4166,-5.04529,72,74,72,77,77,79,83,84
41909,South African Reserve Bank,South Africa,ZAE000007027,-34.18281,22.14665,57,56,54,58,58,66,66,70
28580,India,India,,19.45851,72.81225,42,51,49,48,51,55,59,58
45058,India,India,,13.06858,80.26061,72,72,70,71,70,71,72,71
42691,India,India,,24.17596,88.28044,65,63,56,51,56,51,56,57
13362,India,India,,23.83841,72.39554,80,76,77,66,67,66,66,68
7723,J Sainsbury plc,United Kingdom,GB00B019KW72,53.3760774,-1.4738768,72,73,72,74,76,77,81,82
22122,Vietnam,Vietnam,,10.96223,106.701,70,69,67,69,71,69,68,66
56525,Solvay SA,Belgium,BE0003470755,50.90111,4.400366,83,85,83,87,89,91,93,94
45060,China,China,,28.13296,121.2278,79,80,82,84,87,87,89,90
36623,Crédit Mutuel Group,France,,45.58223,4.774553,70,73,68,73,78,80,85,85
26803,China,China,,23.13297,113.9705,69,69,68,71,74,75,77,79
32583,Octodec Investments Ltd.,South Africa,ZAE000192258,-25.74965,28.18266,75,75,71,76,79,79,81,82
11405,ICICI Bank,India,INE090A01021,23.85023,72.12385,76,74,74,64,64,64,65,67
54561,Fantasy Pearl Intl Ltd,China,,30.53152,104.01566,67,74,71,78,82,87,88,90
12015,China,China,,40.11035,116.2759,77,75,74,72,73,71,73,73
2462,Icade,France,FR0000035081,45.75225,3.07388,76,76,76,79,84,85,90,90
9108,PerkinElmer Inc.,Denmark,US7140461093,55.711124,12.42316,68,68,68,74,77,75,78,79
38713,China,China,,30.57295,103.9841,64,70,66,72,76,79,80,81
8325,Robert Half International Inc.,Italy,US7703231032,41.91858,12.49765,80,81,81,83,85,86,87,89
20207,McDonald's Corp.,United Kingdom,US5801351017,53.8403941,-2.3954842,73,75,74,76,78,81,83,86
19783,China,China,,45.12681,124.8268,62,63,63,67,69,67,75,72
20477,Raiffeisen Banking Group,Hungary,,47.50252,19.13696,62,66,63,67,71,73,76,78
41960,The Karnataka Bank,India,INE614B01018,11.33078,77.70729,71,70,67,65,65,64,64,65
45470,Caisse Regionale de Crdt Agric,France,FR0000045544,43.60989,1.446612,77,81,81,83,84,85,87,88
30202,Concord New Energy Group,China,BMG2345T1099,38.80823,109.6912,83,83,83,81,85,85,85,86
45145,India,India,,25.06369,87.47318,63,61,54,51,53,51,54,56
32655,Canton of Bern,Switzerland,,46.574799,8.333346,73,74,67,70,71,72,75,74
25038,Lloyds Banking Group plc,United Kingdom,GB0008706128,51.59234,-0.069796,78,81,77,80,81,80,83,85
49567,China,China,,31.17983,121.5054,80,80,82,84,86,86,88,88
36856,Dieter Schwarz Stiftung Gemein,United Kingdom,,54.9718751,-1.6959161,72,75,75,78,81,85,89,90
56447,Banco de Sabadell S.A.,Spain,ES0113860A34,42.1539,-7.95705,76,78,78,79,82,83,87,88
55532,Handelsbanken,Sweden,SE0007100599,59.34265,18.06804,63,65,64,70,71,76,77,80
11407,Barrick Gold Corp.,Saudi Arabia,CA0679011084,23.85226,40.94042,81,79,77,78,80,78,77,80
20147,India,India,,14.55887,76.15084,69,69,62,62,63,64,58,58
18314,China,China,,39.93811,119.6162,70,74,75,72,73,74,76,77
21207,China,China,,32.17081,119.5764,67,69,68,75,78,79,80,83
13854,India,India,,25.55313,83.18915,80,78,75,72,73,70,69,73
51220,Israel Corp. Ltd,Israel,IL0005760173,31.07,35.198164,73,75,75,76,78,80,81,83
33988,India,India,,22.42727,69.84195,78,76,78,77,76,78,78,80
28919,Groupe BPCE,France,,48.3423,6.63505,72,76,73,77,80,83,87,87
32569,China,China,,25.26277,110.3205,66,69,71,74,74,76,77,78
51901,Co-Operative,United Kingdom,,51.22401161,1.401556028,69,71,66,72,75,76,80,82
27097,UniCredit S.p.A.,Italy,IT0005239360,45.39624,10.9133,68,70,64,70,75,78,83,83
54985,China,China,,30.83436,120.9282,70,71,73,76,78,79,81,81
5302,OÖ Landesholding GmbH,Austria,,48.24747,14.43002,65,71,66,71,77,81,85,85
22690,SASAC,China,,48.09261,87.09458,70,68,70,74,75,76,80,83
19034,China,China,,23.07308,114.4148,69,70,67,69,69,70,71,72
22624,Ministry of Finance,Poland,,53.5657,20.99083,65,68,69,75,80,80,83,87
5126,China,China,,38.43912,116.0798,77,79,75,70,68,70,71,71
8894,LSGA Holdings Ltd.,Portugal,,38.52268,-8.891091,75,75,75,77,76,77,81,81
21263,Fastighets AB Balder,Finland,SE0000455057,60.38638,24.74237,67,67,69,79,83,84,88,89
49977,India,India,,23.01274,72.51965,76,75,75,70,73,72,72,73
6291,BPER Banca SpA,Italy,IT0000066123,43.37461,13.21584,80,83,80,85,88,91,93,94
56362,India,India,,28.64584,77.17741,79,77,73,71,72,70,68,73
1518,K Raheja Corp. Private,India,,19.1589,72.99998,46,52,56,54,56,59,64,64
23998,India,India,,22.29354,73.16382,72,70,71,68,70,70,70,72
25607,IDBI Bank,India,INE008A01015,22.56476,88.3534,63,62,53,54,56,53,56,61
23065,CaixaBank S.A.,Spain,ES0140609019,40.40964,-3.740054,84,85,84,88,88,89,92,93
7292,China,China,,31.33165,118.374,62,64,65,67,71,69,71,72
44527,Groupe BPCE,France,,44.57281,4.74349,72,73,71,73,76,78,84,83
35019,China,China,,28.69546,115.9317,64,66,67,67,71,72,73,75
15872,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,51.66639,16.08127,67,70,69,73,77,79,82,83
25240,China,China,,34.79591,109.939,61,64,60,61,66,67,68,70
55886,Razack Family Trust,India,,13.05049,80.20957,72,72,69,70,68,71,71,70
20256,OTP Bank Nyrt.,Bulgaria,HU0000061726,42.09913,25.22444,80,82,82,85,85,87,89,90
56352,Rolls-Royce Holdings plc,United Kingdom,GB00B63H8491,53.9228,-2.18212,73,76,73,76,78,81,84,86
8075,India,India,,22.97353,79.5945,77,76,71,69,69,72,69,71
9487,ICICI Bank,India,INE090A01021,14.3533,80.08625,75,72,70,70,70,70,73,72
19797,Beijing Municipal People's Gov,China,,30.62124,114.2925,62,64,67,68,71,69,73,73
23142,Co-Operative,United Kingdom,,50.9642372,-1.299714,75,77,75,78,80,81,86,86
19648,UniCredit S.p.A.,Italy,IT0005239360,45.46609,9.164401,66,68,64,68,70,71,76,77
23682,Korea Investment Hldgs Co. Ltd,China,KR7071050009,23.12908,113.264359,63,64,62,64,68,67,69,72
33861,India,India,,19.02921,73.02363,49,54,57,54,57,59,62,63
13065,Albaraka Türk Katilim Bankasi,Turkey,TREALBK00011,41.07332,28.98035,77,80,81,82,83,84,87,88
17266,Danske Bank,Denmark,DK0010274414,55.25123,9.487676,72,72,72,74,77,77,80,82
49074,China,China,,25.59574,110.6736,70,73,77,79,81,83,84,86
17113,India,India,,26.17084,75.8022,80,78,74,72,73,71,70,71
35872,China,China,,29.10771,119.6504,65,70,68,72,74,74,76,78
36062,India,India,,22.48059,88.11275,67,67,58,59,61,59,63,67
26120,McDonald's Corp.,United Kingdom,US5801351017,52.4088096,0.7295217,72,75,74,81,86,87,90,91
5025,India,India,,30.17681,77.31556,82,78,74,73,73,72,71,75
37485,China Minsheng Banking,China,CNE0000015Y0,36.67908,117.039,71,75,75,75,74,74,75,75
42325,Choong Ang Vaccine Laboratory,South Korea,KR7072020001,36.40709,127.37809,75,76,77,77,81,81,84,85
34554,Société Générale Société anony,France,FR0000130809,50.68749,3.052608,83,84,83,86,88,91,93,94
6280,India,India,,26.95284,94.17131,65,66,63,69,67,75,76,77
42522,China,China,,41.4531,121.9245,77,77,73,79,80,79,84,83
36910,CaixaBank S.A.,Spain,ES0140609019,41.66175,-4.733934,78,78,79,84,84,84,87,87
7084,Albaraka Türk Katilim Bankasi,Turkey,TREALBK00011,41.00608,39.72605,67,65,68,70,72,75,79,80
28661,Retail Estates N.V.,Belgium,BE0003720340,50.94903,3.29143,83,85,83,86,88,90,93,94
13555,Banco BPM S.p.A.,Italy,IT0005218380,45.48668,9.237677,66,68,64,69,70,71,76,77
17289,CaixaBank S.A.,Spain,ES0140609019,37.58603,-4.469394,84,85,86,88,88,89,92,93
46156,Mediobanca Banca di Credito Fi,Italy,IT0000062957,44.50183,11.3322,80,80,79,81,84,85,86,87
13446,Harmony Gold Mining Co. Ltd.,South Africa,ZAE000015228,-26.217597,27.791075,70,72,68,73,79,81,84,87
1055,India,India,,26.84056,80.87929,77,76,73,72,72,71,68,72
5773,China,China,,45.17642,124.8139,62,63,62,67,69,67,75,72
55824,NatWest Group plc,United Kingdom,GB00B7T77214,51.51627,-3.225148,73,77,75,79,81,82,86,88
49828,China,China,,29.41318,103.55,66,71,71,82,85,88,88,88
8090,Glorious Property Holdings Ltd,China,KYG3940K1058,31.2022,121.40282,79,79,81,83,85,86,87,88
36542,Banco Bilbao Vizcaya Argentari,Spain,ES0113211835,42.87683,-8.544745,74,76,73,76,78,80,84,85
54377,DZ Bk AG Deutsche Zentral-Geno,Germany,DE0008343104,49.47889,8.48959,75,76,75,72,76,78,81,83
37824,Hua Xia Bank,China,CNE000001FW7,32.19289,119.4398,63,64,64,68,71,71,71,74
12478,ABANCA Corporación Bancaria S.,Spain,,42.32327,-7.86252,76,79,78,81,83,84,88,89
37236,India,India,,29.79806,77.37775,82,77,74,73,73,73,71,76
54138,Haci Ömer Sabanci Holding A.S.,Turkey,TRASAHOL91Q5,40.998,29.07374,72,77,79,82,83,85,87,88
52252,Walgreens Boots Alliance Inc.,United Kingdom,US9314271084,55.9440244,-3.2045924,67,71,69,72,73,76,76,79
46598,Rabobank,Netherlands,,53.25359,6.145316,74,78,80,86,88,89,90,92
42267,India,India,,19.30509,84.79849,69,68,67,68,69,72,75,76
9250,China,China,,30.86731,120.1034,75,77,77,79,82,81,84,84
1825,India,India,,26.21371,72.9899,81,76,75,74,74,72,73,76
48762,The Karnataka Bank,India,INE614B01018,13.30832,76.26187,81,80,76,77,78,78,76,77
826,Ferrovial S.A.,United Kingdom,ES0118900010,54.03324,-1.38206,75,76,75,77,81,83,87,89
49816,India,India,,26.04136,83.16124,79,79,76,74,73,72,70,75
29360,Banco Santander S.A.,Spain,ES0113900J37,38.3478,-2.740672,83,86,85,87,89,90,92,93
41977,Crédit Agricole Group,Italy,,44.77129,10.88063,67,70,64,70,76,80,83,83
7315,China,China,,25.07068,102.6602,75,77,81,83,86,88,88,90
1907,Erste Group Bank,Austria,AT0000652011,47.958827,16.096573,65,70,66,71,78,81,85,85
32023,MetLife Inc.,China,US59156R1086,39.9042,116.407396,78,79,78,75,78,76,77,78
11672,India,India,,28.62426,77.13569,79,77,73,71,72,70,68,73
5459,Abu Dhabi Islamic Bank PJSC,United Arab Emirates,AEA000801018,24.47028,54.37261,68,77,72,77,81,77,84,85
27377,China,China,,29.58712,105.0676,66,68,67,72,76,78,78,79
38627,ABANCA Corporación Bancaria S.,Spain,,42.3358,-7.865184,73,76,76,77,79,78,83,84
48080,Equinix Inc.,United Kingdom,US29444U7000,53.467998,-2.293547,75,75,72,75,77,79,80,83
21313,China,China,,37.73318,117.6141,76,78,76,74,73,75,77,78
5933,Veolia Environnement SA,United Kingdom,FR0000124141,54.968075,-1.573547,70,71,71,73,75,77,81,83
23010,E.ON SE,Netherlands,DE000ENAG999,52.738,7.01341,75,77,82,85,88,91,92,93
21255,Lloyds Banking Group plc,United Kingdom,GB0008706128,52.77186,-1.205774,71,73,71,75,78,78,82,83
50163,Continental Aktiengesellschaft,United Kingdom,DE0005439004,50.3876,-3.95215,74,76,75,79,80,81,85,85
18697,Blackstone Inc.,United Kingdom,US09260D1072,51.513197,-0.156695,78,81,77,80,81,80,84,85
16925,Portugal,Portugal,,39.91907,-7.91503,85,84,84,85,85,85,88,89
42284,SGL Carbon SE,Germany,DE0007235301,50.66695,7.182442,65,67,65,68,72,72,77,78
26960,India,India,,26.39013,80.31018,81,78,75,73,73,72,68,73
56194,India,India,,22.47446,88.40547,64,62,52,55,57,54,58,64
55688,Dieter Schwarz Stiftung Gemein,United Kingdom,,53.0559447,-2.9855665,69,70,68,71,74,76,78,81
9545,Banco Santander S.A.,United Kingdom,ES0113900J37,52.1925796,-1.7089017,74,75,76,81,86,87,91,91
51268,Sanlam Ltd.,United Kingdom,ZAE000070660,54.561195,-1.299639,71,72,72,75,77,79,83,84
49568,FirstRand Ltd.,South Africa,ZAE000066304,-29.57245,31.11613,52,56,54,62,68,76,79,84
48889,DBS Group Holdings Ltd,China,SG1L01001701,23.13517,113.3039,63,64,62,64,68,67,69,72
12782,NatWest Group plc,United Kingdom,GB00B7T77214,53.39258,-2.152633,75,75,73,75,77,78,80,83
53256,India,India,,23.30463,81.3562,77,75,71,67,69,69,68,71
12624,ING Groep N.V.,Poland,NL0011821202,50.32422,19.20012,66,67,67,72,73,75,77,79
32102,China,China,,45.30057,130.9823,67,66,69,71,73,73,79,78
32020,Exxon Mobil Corp.,United Kingdom,US30231G1022,50.840231,-1.385004,75,77,75,78,80,81,86,86
30404,BDO Unibank,Philippines,PHY077751022,13.75565,121.0688,81,79,79,83,84,85,87,87
48976,China,China,,26.4878,100.4206,66,69,72,73,80,86,87,88
46726,Amcor plc,Italy,AU000000AMC4,45.747777,11.532222,73,76,71,76,80,82,87,87
21646,Credit Suisse,Switzerland,CH0012138530,46.14649,7.02884,72,73,69,70,75,73,77,77
32897,China,China,,37.32636,113.571,70,68,69,66,64,66,66,65
33798,AB Electrolux (publ),Egypt,SE0016589188,30.050019,31.306932,72,68,72,75,79,79,79,81
7330,HSBC Holdings plc,United Kingdom,GB0005405286,50.15509,-5.06903,70,72,69,76,76,77,82,82
51588,Broadcom Inc.,Israel,US11135F1012,32.0853,34.781768,72,74,75,76,79,79,80,82
19371,Chongqing Rural Commercial,China,CNE100000X44,30.02474,108.4106,67,68,69,74,78,81,83,86
16252,China,China,,28.76776,104.6244,64,67,65,71,73,76,76,77
23776,India,India,,26.50599,91.17723,61,65,61,64,67,70,73,76
55824,Bank of Africa,Morocco,MA0000012437,33.84964,-7.04126,70,75,75,78,80,83,87,87
20228,Government of Dubai,Turkey,,36.9808,38.42856,82,83,84,85,87,88,90,92
5912,Credito Emiliano Hldg S.p.A.,Italy,,37.29323,13.51161,77,80,79,84,86,88,90,92
6829,UniCredit S.p.A.,Bosnia and Herzegovina,IT0005239360,44.87431,18.81515,69,70,67,72,73,79,83,83
13261,Groupe BPCE,France,,44.40705,4.395075,73,74,72,73,77,79,84,84
37993,Republic of Turkey Ministry,Turkey,,38.40536,27.12064,80,82,83,84,84,85,88,88
19258,China,China,,26.89088,112.5633,66,70,70,70,73,74,77,78
48497,B&M European Value Retail S.A.,United Kingdom,LU1072616219,50.9668571,-1.3534359,71,74,71,74,76,76,82,81
38052,Laishang Bank Co. Ltd.,China,,36.58784,115.8853,76,78,77,75,73,75,76,77
54431,Chen Ting Sen (PTC) Ltd.,China,,31.12877,120.64895,77,78,79,81,83,83,85,85
31793,Access Holdings Plc,Nigeria,NGACCESS0005,6.51154,3.34129,64,66,64,63,65,64,69,72
9099,CrelanCo,Belgium,,51.26419,4.634283,69,73,71,77,79,81,85,86
37016,FBN Holdings Plc,Nigeria,NGFBNH000009,9.2678,12.45482,69,71,66,66,64,64,66,67
32164,Deutsche Bk Aktiengesellschaft,Italy,DE0005140008,40.85055,14.23027,79,81,79,81,82,84,85,87
29377,CaixaBank S.A.,Spain,ES0140609019,36.80824,-2.600852,81,84,85,88,88,89,92,92
47171,BPER Banca SpA,Luxembourg,IT0000066123,49.609882,6.12585,71,72,70,74,76,76,81,82
16010,Crédit Agricole Group,France,,43.55242,7.01753,70,72,69,75,76,78,81,82
39741,India,India,,28.39654,79.42433,82,79,75,74,73,72,71,74
27126,Holcim Ltd,United Kingdom,CH0012214059,55.9593,-4.03448,71,76,75,78,77,81,81,85
41929,India,India,,15.36885,75.13855,73,74,69,70,72,72,69,69
3463,India,India,,29.93402,75.5591,80,77,74,72,74,70,71,74
25632,The South Indian Bank,India,INE683A01023,10.7345,76.02726,69,70,69,71,70,71,75,76
20709,McDonald's Corp.,United Kingdom,US5801351017,54.9687563,-1.8371415,73,76,75,77,81,84,86,89
14741,Bankinter S.A.,Portugal,ES0113679I37,41.3435,-8.47219,76,77,76,78,81,82,86,88
36850,FBN Holdings Plc,Nigeria,NGFBNH000009,6.50473,3.33098,64,66,64,63,65,64,69,72
44708,Banco Santander S.A.,Portugal,ES0113900J37,41.41702,-8.65154,71,73,72,75,77,78,83,85
54014,India,India,,26.4934,80.82428,80,79,75,74,74,71,70,73
10681,EnBW Energie Baden-Württemberg,Germany,DE0005220008,48.775846,9.182932,75,77,74,72,76,79,82,82
42271,China Merchants Bank,China,CNE000001B33,22.81526,108.3194,64,68,68,70,72,75,72,75
42412,Greentown China Holdings Ltd.,China,KYG4100M1050,27.99523,120.68676,76,77,78,80,82,83,83,84
